OPERADOR,DEPARTAMENTO,NOMBRE TARIFA,VELOCIDAD DE BAJADA(MBPS),PRECIO (BS),TIPO DE CONEXION
ENTEL S.A.,La Paz,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Cochabamba,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Santa Cruz,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Oruro,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Tarija,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Potosi,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Chuquisaca,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Beni,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Pando,ENTEL INTERNET FREE SOBRE LINEA COOP,0.028,0,DIAL UP
ENTEL S.A.,Santa Cruz,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Oruro,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Tarija,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,La Paz,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Cochabamba,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Potosi,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Chuquisaca,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Beni,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
ENTEL S.A.,Pando,ENTEL INTERNET FREE SOBRE LINEA ENTEL,0.028,0,DIAL UP
AXS BOLIVIA,La Paz,GPON CARRIER CLASS DE 30 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON CARRIER CLASS DE 30 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON CARRIER CLASS DE 30 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,GPON CARRIER CLASS DE 101 MBPS A 200 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON CARRIER CLASS DE 101 MBPS A 200 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON CARRIER CLASS DE 101 MBPS A 200 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,ONLINE CARRIER CLASS DE 10 MBPS A 10000 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE CARRIER CLASS DE 10 MBPS A 10000 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE CARRIER CLASS DE 10 MBPS A 10000 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,GPON DE 10 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON DE 10 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON DE 10 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,GPON DE 101 MBPS A 250 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON DE 101 MBPS A 250 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON DE 101 MBPS A 250 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,GPON DE 251 MBPS A 400 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON DE 251 MBPS A 400 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON DE 251 MBPS A 400 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,GPON PREMIUM DE 101 MBPS A 500 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON PREMIUM DE 101 MBPS A 500 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON PREMIUM DE 101 MBPS A 500 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,GPON PREMIUM DE 20 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,Cochabamba,GPON PREMIUM DE 20 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,Santa Cruz,GPON PREMIUM DE 20 MBPS A 100 MBPS,0,0,GPON
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED DE 10 MBPS A 100 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED DE 10 MBPS A 100 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED DE 10 MBPS A 100 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED DE 101 MBPS A 2000 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED DE 101 MBPS A 2000 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED DE 101 MBPS A 2000 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED DE 4 MBPS A 9 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED DE 4 MBPS A 9 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED DE 4 MBPS A 9 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED PREMIUM DE 101 MBPS A 2000 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED PREMIUM DE 101 MBPS A 2000 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED PREMIUM DE 101 MBPS A 2000 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED PREMIUM DE 2001 MBPS A 5000 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED PREMIUM DE 2001 MBPS A 5000 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED PREMIUM DE 2001 MBPS A 5000 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED PREMIUM DE 8 MBPS A 20 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED PREMIUM DE 8 MBPS A 20 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED PREMIUM DE 8 MBPS A 20 MBPS,0,0,ON LINE
AXS BOLIVIA,La Paz,ONLINE HIGH SPEED PREMIUM DE 21 MBPS A 100 MBPS,0,0,ON LINE
AXS BOLIVIA,Cochabamba,ONLINE HIGH SPEED PREMIUM DE 21 MBPS A 100 MBPS,0,0,ON LINE
AXS BOLIVIA,Santa Cruz,ONLINE HIGH SPEED PREMIUM DE 21 MBPS A 100 MBPS,0,0,ON LINE
TELECEL S.A.,La Paz,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
TELECEL S.A.,Cochabamba,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
TELECEL S.A.,Santa Cruz,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
TELECEL S.A.,Oruro,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
TELECEL S.A.,Tarija,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
TELECEL S.A.,Potosi,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
TELECEL S.A.,Chuquisaca,INTERNET NEGOCIO 20 MBPS,12,1.022,HFC
COTAS R.L.,Santa Cruz,INTERNET ESPECIAL ASOCIADO,17,1.45,HFC
COTAS R.L.,Santa Cruz,INTERNET FAMILIAR ASOCIADO,23,1.7,HFC
COTAS R.L.,Santa Cruz,INTERNET PREMIUM ASOCIADO,38,2.6,HFC
COTAS R.L.,Santa Cruz,INTERNET EXTREMO ASOCIADO,53,3.2,HFC
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,HFC
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 1 ASOCIADO,68,3.7,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 2 ASOCIADO,98,4.3,HFC
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 2 ASOCIADO,98,4.3,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 2 ASOCIADO,98,4.3,GPON
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 3 ASOCIADO,150,6.8,HFC
COTAS R.L.,Santa Cruz,INTERNET EMPRESA 3 ASOCIADO,150,6.8,GPON
COMTECO r.l.,Cochabamba,NAVEGACION SEGURA,0,10,FIBRA
COMTECO r.l.,Cochabamba,FIJACOM DATOS I,1000,12,HSPA
COMTECO r.l.,Cochabamba,FIJACOM DATOS P,1500,20,HSPA
COTAS R.L.,Santa Cruz,TARJETA DE 30 BS RAYO,0.2,30,ADSL
COMTECO r.l.,Cochabamba,FIJACOM DATOS P,2500,30,HSPA
COMTECO r.l.,Cochabamba,FIJACOM DATOS S,3500,35,HSPA
COMTECO r.l.,Cochabamba,ANCHO DE BANDA ADICIONAL OTT 9,3,39.9,ADSL
COTAS R.L.,Santa Cruz,TARJETA DE 50 BS RAYO,0.2,50,ADSL
COMTECO r.l.,Cochabamba,FIJACOM DATOS M,5000,50,HSPA
DATALAN,La Paz,CONECTATE,5,60,FIBRA
COTAS R.L.,Santa Cruz,TARJETA DE 70 BS RAYO,0.2,70,ADSL
COTAP R.L.,Potosi,ESTUDIANTIL,6,70,ADSL
COTAP R.L.,Potosi,UNIVERSITARIO,4,70,ADSL
COMTECO r.l.,Cochabamba,FIJACOM DATOS M NUEVO,5200,75,HSPA
TELECEL S.A.,La Paz,SINGLE COVID,3,77,HFC
TELECEL S.A.,Cochabamba,SINGLE COVID,3,77,HFC
TELECEL S.A.,Santa Cruz,SINGLE COVID,3,77,HFC
TELECEL S.A.,Oruro,SINGLE COVID,3,77,HFC
TELECEL S.A.,Tarija,SINGLE COVID,3,77,HFC
TELECEL S.A.,Potosi,SINGLE COVID,3,77,HFC
TELECEL S.A.,Chuquisaca,SINGLE COVID,3,77,HFC
COTES LTDA,Chuquisaca,DOMICILIARIO EXTRA 6,6,79,ADSL
COTES LTDA,Chuquisaca,DOMICILIARIO EXTRA 6,6,79,ADSL
COTES LTDA,Chuquisaca,AVANZADO CM10,10,79,HFC
COTES LTDA,Chuquisaca,AVANZADO CM10,10,79,HFC
COTEGUA R.L.,Beni,ADSL 1,1,80,ADSL
COTEL R.L.,La Paz,HASTA 1,1,80,ADSL
COTES LTDA,Chuquisaca,FIBRA 15,15,85,FIBRA
COTES LTDA,Chuquisaca,FIBRA 15,15,85,FIBRA
COMTECO r.l.,Cochabamba,CONEXI N INFINITA SOCIO 88,15,88,FIBRA
COMTECO r.l.,Cochabamba,PRE INICIAL,10,90,FIBRA
golochtel,Beni,LOCH 10,10,90,FIBRA
COMTECO r.l.,La Paz,PRE INICIAL,10,90,FIBRA
ENTEL S.A.,La Paz,FIBRA 10,10,90,GPON
ENTEL S.A.,Cochabamba,FIBRA 10,10,90,GPON
ENTEL S.A.,Santa Cruz,FIBRA 10,10,90,GPON
ENTEL S.A.,Oruro,FIBRA 10,10,90,GPON
ENTEL S.A.,Tarija,FIBRA 10,10,90,GPON
ENTEL S.A.,Potosi,FIBRA 10,10,90,GPON
ENTEL S.A.,Chuquisaca,FIBRA 10,10,90,GPON
ENTEL S.A.,Beni,FIBRA 10,10,90,GPON
ENTEL S.A.,Pando,FIBRA 10,10,90,GPON
COTEL R.L.,La Paz,HASTA 2,2,92,ADSL
DATATEL S.R.L.,La Paz,FOH DATA A,5,95,FIBRA
COTEL R.L.,La Paz,HASTA 3,3,96,ADSL
COTEL R.L.,La Paz,HASTA 4,4,98,ADSL
COTAS R.L.,La Paz,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Cochabamba,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Oruro,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Tarija,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Potosi,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Chuquisaca,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Beni,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Pando,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,La Paz,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Cochabamba,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Oruro,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Tarija,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Potosi,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Chuquisaca,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Beni,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Pando,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,1.7,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,1.7,99,ADSL
COTAS R.L.,La Paz,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Cochabamba,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Oruro,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Tarija,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Potosi,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Chuquisaca,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Beni,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Pando,PLAN BA 99,0.25,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,1.7,99,ADSL
COTAS R.L.,Santa Cruz,PLAN BA 99,1.7,99,ADSL
COMTECO r.l.,La Paz,CONEXI N INFINITA 99,15,99,FIBRA
COMTECO r.l.,Cochabamba,CONEXI N INFINITA 99,15,99,FIBRA
TELECEL S.A.,La Paz,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,Cochabamba,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,Santa Cruz,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,Oruro,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,Tarija,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,Potosi,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,Chuquisaca,WIFI HOGAR B SICO,15,99,HFC
TELECEL S.A.,La Paz,WIFI HOGAR B SICO,15,99,FIBRA
TELECEL S.A.,Cochabamba,WIFI HOGAR B SICO,15,99,FIBRA
TELECEL S.A.,Santa Cruz,WIFI HOGAR B SICO,15,99,FIBRA
TELECEL S.A.,Tarija,WIFI HOGAR B SICO,15,99,FIBRA
ENTEL S.A.,La Paz,FIBRA 15,15,99,GPON
ENTEL S.A.,Cochabamba,FIBRA 15,15,99,GPON
ENTEL S.A.,Santa Cruz,FIBRA 15,15,99,GPON
ENTEL S.A.,Oruro,FIBRA 15,15,99,GPON
ENTEL S.A.,Tarija,FIBRA 15,15,99,GPON
ENTEL S.A.,Potosi,FIBRA 15,15,99,GPON
ENTEL S.A.,Chuquisaca,FIBRA 15,15,99,GPON
ENTEL S.A.,Beni,FIBRA 15,15,99,GPON
ENTEL S.A.,Pando,FIBRA 15,15,99,GPON
COTAS R.L.,Santa Cruz,TARJETA DE 100 BS RAYO,0.2,100,ADSL
COTAP R.L.,Potosi,ECONOMICO,8,100,ADSL
NDO10,Santa Cruz,ECONOMICO,7,100,WIMAX
COTAP R.L.,Potosi,ECON MICO FTTH,20,100,FIBRA
COTEL R.L.,La Paz,HASTA 5,5,102,ADSL
COTEL R.L.,La Paz,PLAN ZAFIRO 5 EOC,5,102,HFC
COSETT R.L.,Tarija,SONAMBULO ESTANDAR,2,105,ADSL
DATALAN,La Paz,ESTUDIANTE,10,110,FIBRA
DIGITAL TV CABLE EDMUND S.R.L.,Santa Cruz,DIGITAL INTERNET 5,10,110,HFC
TELECEL S.A.,La Paz,INTERNET 1,3,110,HFC
TELECEL S.A.,Cochabamba,INTERNET 1,3,110,HFC
TELECEL S.A.,Santa Cruz,INTERNET 1,3,110,HFC
TELECEL S.A.,Oruro,INTERNET 1,3,110,HFC
TELECEL S.A.,Tarija,INTERNET 1,3,110,HFC
TELECEL S.A.,Potosi,INTERNET 1,3,110,HFC
TELECEL S.A.,Chuquisaca,INTERNET 1,3,110,HFC
COTEL R.L.,La Paz,PREPAGO 20,20,110,GPON
COTEL R.L.,La Paz,HASTA 6,6,115,ADSL
golochtel,Beni,LOCH 15,15,115,FIBRA
SIRIO SERVICIOS INFORMATICOS REDES INGENERIA OPERATIVA,La Paz,10 MBPS,10,119,FIBRA
COMTECO r.l.,Cochabamba,FIJACOM DATOS L ANTERIOR XL,10000,120,HSPA
COTAP R.L.,Potosi,ECONOMICO PLUS,6,120,ADSL
INTERFIBERPLUS S.R.L.,Santa Cruz,PLAN 20 MB,20,120,GPON
STREAMINGFIBER,Santa Cruz,ESTUDIANTIL,20,120,FIBRA
COTEL R.L.,La Paz,PLAN SPEED 20,20,123,FIBRA
COTEL R.L.,La Paz,HASTA 7,7,129,ADSL
NUEVATEL PCS,Beni,ESTANDAR,4,129,LTE FIJO
NUEVATEL PCS,Beni,ESTANDAR,4,129,LTE FIJO
CORPORACION VISTA COBIJA S.R.L.,Pando,GO 15,15,130,FIBRA
COMTECO r.l.,Cochabamba,CONEXI N INFINITA SOCIO 131,30,131,FIBRA
COTAS R.L.,Santa Cruz,INTERNET HOGAR INICIAL ASOCIADO,20,135,HFC
ENTEL S.A.,La Paz,SBA 100,0.512,136,ADSL
ENTEL S.A.,Cochabamba,SBA 100,0.512,136,ADSL
ENTEL S.A.,Santa Cruz,SBA 100,0.512,136,ADSL
ENTEL S.A.,Oruro,SBA 100,0.512,136,ADSL
ENTEL S.A.,Tarija,SBA 100,0.512,136,ADSL
ENTEL S.A.,Potosi,SBA 100,0.512,136,ADSL
ENTEL S.A.,Chuquisaca,SBA 100,0.512,136,ADSL
ENTEL S.A.,Beni,SBA 100,0.512,136,ADSL
ENTEL S.A.,Pando,SBA 100,0.512,136,ADSL
NUEVATEL PCS,Beni,AVANZADO,6,139,LTE FIJO
NUEVATEL PCS,Beni,AVANZADO,6,139,LTE FIJO
TELECEL S.A.,La Paz,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,Cochabamba,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,Santa Cruz,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,Oruro,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,Tarija,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,Potosi,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,Chuquisaca,WIFI HOGAR LITE,19,139,HFC
TELECEL S.A.,La Paz,WIFI HOGAR LITE,19,139,FIBRA
TELECEL S.A.,Cochabamba,WIFI HOGAR LITE,19,139,FIBRA
TELECEL S.A.,Santa Cruz,WIFI HOGAR LITE,19,139,FIBRA
TELECEL S.A.,Tarija,WIFI HOGAR LITE,19,139,FIBRA
COTERI R.L.,Beni,ADSL DOMICILIAR 4 MB,4.096,140,ADSL
COTERI R.L.,Beni,INTERNET DOMICILIAR 10 MB,10.24,140,ADSL
COMTECO r.l.,Cochabamba,INICIAL,15,140,XDSL
COTAS R.L.,La Paz,ADSL 6300,3,140,ADSL
COTAS R.L.,Cochabamba,ADSL 6300,3,140,ADSL
COTAS R.L.,Santa Cruz,ADSL 6300,3,140,ADSL
COTAS R.L.,La Paz,ADSL 6300,3,140,ADSL
COTAS R.L.,Cochabamba,ADSL 6300,3,140,ADSL
COTAS R.L.,Santa Cruz,ADSL 6300,3,140,ADSL
COMTECO r.l.,La Paz,INICIAL,15,140,FIBRA
COTABE R.L.,Tarija,DOMICILIARIO,15,140,FIBRA
golochtel,Beni,LOCH 20,20,143,FIBRA
ENTEL S.A.,La Paz,SBA 200,0.768,144,ADSL
ENTEL S.A.,Cochabamba,SBA 200,0.768,144,ADSL
ENTEL S.A.,Santa Cruz,SBA 200,0.768,144,ADSL
ENTEL S.A.,Oruro,SBA 200,0.768,144,ADSL
ENTEL S.A.,Tarija,SBA 200,0.768,144,ADSL
ENTEL S.A.,Potosi,SBA 200,0.768,144,ADSL
ENTEL S.A.,Chuquisaca,SBA 200,0.768,144,ADSL
ENTEL S.A.,Beni,SBA 200,0.768,144,ADSL
ENTEL S.A.,Pando,SBA 200,0.768,144,ADSL
COTAS R.L.,Santa Cruz,INTERNET ESPECIAL ASOCIADO,17,145,ADSL
CORPORACION VISTA COBIJA S.R.L.,Pando,GO 20,20,145,FIBRA
COTEL R.L.,La Paz,HASTA 8,8,146,ADSL
DATATEL S.R.L.,La Paz,FOH DATA B,15,148,FIBRA
COSETT R.L.,Tarija,COBRE,2,149,ADSL
NUEVATEL PCS,La Paz,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Cochabamba,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Santa Cruz,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Oruro,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Tarija,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Potosi,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Chuquisaca,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Pando,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,La Paz,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Cochabamba,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Santa Cruz,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Oruro,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Tarija,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Potosi,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Chuquisaca,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Pando,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,La Paz,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Cochabamba,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Santa Cruz,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Oruro,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Tarija,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Potosi,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Chuquisaca,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Pando,WIFI EXPLORA,12,149,LTE FIJO
NUEVATEL PCS,Beni,STAND ALONE 8 MBPS,8,149,LTE FIJO
NUEVATEL PCS,La Paz,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Cochabamba,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Santa Cruz,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Oruro,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Tarija,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Potosi,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Chuquisaca,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Beni,VIVA WIFI,15,149,LTE FIJO
NUEVATEL PCS,Pando,VIVA WIFI,15,149,LTE FIJO
AXS BOLIVIA,La Paz,SUPER HIGH SPEED 15 MEGAS,15,149,ADSL
AXS BOLIVIA,Santa Cruz,SUPER HIGH SPEED 15 MEGAS,15,149,ADSL
AXS BOLIVIA,Cochabamba,SUPER HIGH SPEED 15 MEGAS,15,149,ADSL
AXS BOLIVIA,La Paz,ULTRA HIGH SPEED 15 MEGAS,15,149,VDSL
AXS BOLIVIA,Cochabamba,ULTRA HIGH SPEED 15 MEGAS,15,149,VDSL
AXS BOLIVIA,Santa Cruz,ULTRA HIGH SPEED 15 MEGAS,15,149,VDSL
ENTEL S.A.,La Paz,FIBRA 30,30,149,GPON
ENTEL S.A.,Cochabamba,FIBRA 30,30,149,GPON
ENTEL S.A.,Santa Cruz,FIBRA 30,30,149,GPON
ENTEL S.A.,Oruro,FIBRA 30,30,149,GPON
ENTEL S.A.,Tarija,FIBRA 30,30,149,GPON
ENTEL S.A.,Potosi,FIBRA 30,30,149,GPON
ENTEL S.A.,Chuquisaca,FIBRA 30,30,149,GPON
ENTEL S.A.,Beni,FIBRA 30,30,149,GPON
ENTEL S.A.,Pando,FIBRA 30,30,149,GPON
COTES LTDA,Chuquisaca,FIBRA 30,30,149,FIBRA
COTES LTDA,Chuquisaca,FIBRA 30,30,149,FIBRA
NUEVATEL PCS,La Paz,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Cochabamba,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Santa Cruz,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Oruro,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Tarija,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Potosi,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Chuquisaca,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Beni,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
NUEVATEL PCS,Pando,POSTPAGO F CIL ILIMITADO 2 MBPS PARAMOUNT,2,149,LTE FIJO
COMTECO r.l.,La Paz,CONEXI N INFINITA 149,30,149,FIBRA
COMTECO r.l.,Cochabamba,CONEXI N INFINITA 149,30,149,FIBRA
COTEGUA R.L.,Beni,ADSL 2,2,150,ADSL
ENTEL S.A.,La Paz,FIBRA 20,20,150,GPON
ENTEL S.A.,Cochabamba,FIBRA 20,20,150,GPON
ENTEL S.A.,Santa Cruz,FIBRA 20,20,150,GPON
ENTEL S.A.,Oruro,FIBRA 20,20,150,GPON
ENTEL S.A.,Tarija,FIBRA 20,20,150,GPON
ENTEL S.A.,Potosi,FIBRA 20,20,150,GPON
ENTEL S.A.,Chuquisaca,FIBRA 20,20,150,GPON
ENTEL S.A.,Beni,FIBRA 20,20,150,GPON
ENTEL S.A.,Pando,FIBRA 20,20,150,GPON
